Suburb,Address,Rooms,Type,Price,Date,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname
Mulgrave,33 Wanda St,3,h,825000.0,6/01/2018,18.8,3.0,1.0,1.0,650.0,122.0,1970.0,-37.9226,145.16512,South-Eastern Metropolitan
Murrumbeena,5 Packer St,3,h,1590000.0,6/01/2018,10.1,3.0,1.0,1.0,840.0,181.0,1950.0,-37.89074,145.07638,Southern Metropolitan
Niddrie,30 Grosvenor St,4,h,1050000.0,6/01/2018,10.4,4.0,3.0,4.0,711.0,226.0,2013.0,-37.73644,144.87941,Western Metropolitan
Northcote,32 Candy St,3,h,1585000.0,6/01/2018,5.3,3.0,1.0,1.0,282.0,136.0,1925.0,-37.77997,144.99876,Northern Metropolitan
Northcote,8 Johnson St,4,h,1650000.0,6/01/2018,5.3,4.0,1.0,1.0,,154.0,1920.0,-37.76422,144.99864,Northern Metropolitan
Northcote,66a Mitchell St,4,h,,6/01/2018,5.3,4.0,3.0,2.0,,179.0,2017.0,-37.7728,145.00368999999995,Northern Metropolitan
Northcote,14 Northcote St,2,h,1315000.0,6/01/2018,5.3,2.0,1.0,1.0,302.0,100.0,1925.0,-37.77396,145.0081,Northern Metropolitan
Northcote,18 Thames St,5,h,2525000.0,6/01/2018,5.3,5.0,2.0,2.0,,253.0,1920.0,-37.77186,145.00923999999995,Northern Metropolitan
Oakleigh South,15 Lehem Av,4,h,1000000.0,6/01/2018,15.5,4.0,2.0,2.0,,143.0,1960.0,-37.92744,145.08436,South-Eastern Metropolitan
Pascoe Vale,6 Kitchener Rd,3,t,826000.0,6/01/2018,8.5,3.0,2.0,2.0,584.0,118.0,2017.0,-37.71907,144.93828,Northern Metropolitan
Pascoe Vale,2A Waratah St,4,h,1015000.0,6/01/2018,8.5,4.0,2.0,2.0,495.0,100.0,2014.0,-37.73425,144.94818999999995,Northern Metropolitan
Point Cook,11 Copeland Cr,4,h,650000.0,6/01/2018,14.7,4.0,2.0,1.0,390.0,184.0,2004.0,-37.8822,144.74597,Western Metropolitan
Point Cook,20 Whitetop Dr,4,h,690000.0,6/01/2018,14.7,4.0,2.0,2.0,448.0,211.0,2010.0,-37.9102,144.72627,Western Metropolitan
Prahran,61 Chomley St,3,h,,6/01/2018,4.6,3.0,1.0,,231.0,102.0,1920.0,-37.85693,145.00541,Southern Metropolitan
Preston,3 Esther St,2,t,723000.0,6/01/2018,8.4,2.0,1.0,1.0,,82.0,2017.0,-37.7483,145.00175,Northern Metropolitan
Preston,2 Shakespeare Av,5,h,1455000.0,6/01/2018,8.4,5.0,2.0,2.0,619.0,253.0,1930.0,-37.73258,145.01356,Northern Metropolitan
Reservoir,36 Anstey Av,3,h,600000.0,6/01/2018,12.0,3.0,1.0,2.0,534.0,120.0,1985.0,-37.69241,144.97873,Northern Metropolitan
Reservoir,9 Bourke St,3,h,900000.0,6/01/2018,12.0,3.0,2.0,2.0,485.0,121.0,1950.0,-37.72486,144.991,Northern Metropolitan
Reservoir,30 Clingin St,4,h,845000.0,6/01/2018,12.0,4.0,1.0,2.0,,122.0,1960.0,-37.72866,145.03345,Northern Metropolitan
Reservoir,7 East St,3,h,810000.0,6/01/2018,12.0,3.0,2.0,2.0,186.0,118.0,2014.0,-37.72156,145.01103,Northern Metropolitan
Reservoir,72 Hickford St,3,h,920000.0,6/01/2018,12.0,3.0,1.0,2.0,680.0,119.0,1970.0,-37.7052,145.02343,Northern Metropolitan
Reservoir,5 Legh St,4,h,,6/01/2018,12.0,4.0,2.0,2.0,999.0,302.0,2010.0,-37.70353,144.98727,Northern Metropolitan
Reservoir,21 Locksley Av,3,h,775000.0,6/01/2018,12.0,3.0,1.0,2.0,275.0,123.0,1950.0,-37.72311,144.99559,Northern Metropolitan
Reservoir,2B Moore Cr,3,t,669000.0,6/01/2018,12.0,3.0,2.0,2.0,,97.0,2011.0,-37.72099,145.00291,Northern Metropolitan
Reservoir,19 Ramleh Rd,4,h,890000.0,6/01/2018,12.0,4.0,2.0,3.0,,175.0,1990.0,-37.70854,145.0311,Northern Metropolitan
Richmond,22 Durham St,3,h,1700000.0,6/01/2018,2.4,3.0,2.0,2.0,169.0,123.0,1900.0,-37.83261,144.99895,Northern Metropolitan
Ringwood,16 Ford St,4,h,1246000.0,6/01/2018,19.9,4.0,2.0,2.0,760.0,198.0,1950.0,-37.81756,145.23526,Eastern Metropolitan
Ripponlea,23 Erindale Av,2,h,1380000.0,6/01/2018,7.2,2.0,1.0,1.0,240.0,108.0,1910.0,-37.87892,144.9956,Southern Metropolitan
Rowville,51 Dandelion Dr,5,h,956000.0,6/01/2018,23.5,5.0,2.0,4.0,725.0,200.0,1980.0,-37.922,145.25426000000004,South-Eastern Metropolitan
Rowville,247 Karoo Rd,4,h,,6/01/2018,23.5,4.0,2.0,2.0,,355.0,2001.0,-37.90675,145.27267,South-Eastern Metropolitan
Roxburgh Park,10 Pickersgill Cr,4,h,,6/01/2018,20.6,4.0,2.0,2.0,,207.0,2007.0,-37.63741,144.91823,Northern Metropolitan
Roxburgh Park,10 Tiffany Cr,4,h,630000.0,6/01/2018,20.6,4.0,2.0,2.0,610.0,198.0,2003.0,-37.61958,144.92492,Northern Metropolitan
Sandringham,57 Bay Rd,4,h,,6/01/2018,15.2,4.0,3.0,2.0,589.0,305.0,1880.0,-37.95225,145.00909,Southern Metropolitan
Seaholme,5 Sussex St,3,h,1410000.0,6/01/2018,11.0,3.0,2.0,3.0,,182.0,1960.0,-37.86411,144.84448,Western Metropolitan
South Morang,18 Chamonix Pde,3,h,500000.0,6/01/2018,20.5,3.0,2.0,1.0,313.0,170.0,2009.0,-37.61845,145.09592,Northern Metropolitan
South Morang,6 Jenolan Wy,4,h,697000.0,6/01/2018,20.5,4.0,2.0,2.0,420.0,161.0,2009.0,-37.63552,145.08976,Northern Metropolitan
Spotswood,4 Stephenson St,4,h,1060000.0,6/01/2018,6.2,4.0,3.0,3.0,441.0,108.0,1950.0,-37.82715,144.87513,Western Metropolitan
St Albans,6 Errington Rd,3,t,505000.0,6/01/2018,14.0,3.0,1.0,1.0,,140.0,2013.0,-37.74515,144.8165,Western Metropolitan
St Kilda,46 Chapel St,3,h,1310000.0,6/01/2018,5.0,3.0,1.0,2.0,387.0,121.0,1900.0,-37.86566,144.99104,Southern Metropolitan
Sunbury,6 Ervine Cl,4,h,450000.0,6/01/2018,31.7,4.0,2.0,0.0,668.0,146.0,1990.0,-37.56509000000001,144.72563,Western Metropolitan
Sunbury,23 Higgs Cct,3,h,516500.0,6/01/2018,31.7,3.0,2.0,2.0,608.0,162.0,2005.0,-37.58796,144.70044,Western Metropolitan
Sunbury,26 Higgs Cct,4,h,580000.0,6/01/2018,31.7,4.0,2.0,3.0,571.0,221.0,2010.0,-37.58767,144.70038,Western Metropolitan
Sunbury,10 Mounsey Ct,4,h,590000.0,6/01/2018,31.7,4.0,2.0,2.0,701.0,227.0,1975.0,-37.58364,144.71961000000005,Western Metropolitan
Sunshine,7 McKay St,4,h,1155500.0,6/01/2018,10.5,4.0,2.0,2.0,,180.0,1940.0,-37.79024,144.83776,Western Metropolitan
Sunshine West,5 Estelle St,4,h,753000.0,6/01/2018,10.5,4.0,1.0,3.0,,140.0,1960.0,-37.7876,144.8107,Western Metropolitan
Sunshine West,11 Wingan Ct,4,h,560000.0,6/01/2018,10.5,4.0,2.0,2.0,393.0,392.0,1995.0,-37.79663,144.79113999999996,Western Metropolitan
Sydenham,2/2 Albert Rd,2,u,395000.0,6/01/2018,18.0,2.0,1.0,,,80.0,2017.0,-37.69267,144.75748000000004,Western Metropolitan
Sydenham,2 Hatton Ct,3,h,601000.0,6/01/2018,18.0,3.0,2.0,2.0,,113.0,1990.0,-37.69638,144.76271,Western Metropolitan
Taylors Hill,4 Kent Pl,4,h,830000.0,6/01/2018,18.0,4.0,2.0,3.0,704.0,266.0,2010.0,-37.71082,144.74641,Western Metropolitan
Taylors Hill,13 York Cl,4,h,660000.0,6/01/2018,18.0,4.0,2.0,2.0,666.0,214.0,2003.0,-37.70533,144.74731,Western Metropolitan
Taylors Lakes,72 Admirals Cr,4,h,720000.0,6/01/2018,15.5,4.0,2.0,2.0,641.0,250.0,1989.0,-37.70875,144.78874,Western Metropolitan
Taylors Lakes,11 Nerida Ct,4,h,,6/01/2018,15.5,4.0,2.0,2.0,480.0,206.0,1988.0,-37.69949,144.78467,Western Metropolitan
Templestowe Lower,53 Hodgson St,3,h,900000.0,6/01/2018,12.4,3.0,2.0,1.0,,124.0,2001.0,-37.7629,145.10388,Eastern Metropolitan
Templestowe Lower,90 MacEdon Rd,5,h,1330000.0,6/01/2018,12.4,5.0,2.0,2.0,730.0,207.0,1960.0,-37.76786,145.11405,Eastern Metropolitan
Thomastown,3 Chesney Ct,3,h,,6/01/2018,15.3,3.0,2.0,3.0,500.0,123.0,1979.0,-37.6805,144.9889,Northern Metropolitan
Thomastown,25 French St,3,h,860000.0,6/01/2018,15.3,3.0,1.0,1.0,652.0,134.0,1970.0,-37.67639000000001,145.01843,Northern Metropolitan
Thomastown,1 Waratah St,3,h,925000.0,6/01/2018,15.3,3.0,1.0,2.0,,144.0,1968.0,-37.67939000000001,145.02148,Northern Metropolitan
Tullamarine,5 Shawlands Dr,4,h,780000.0,6/01/2018,12.9,4.0,2.0,1.0,,193.0,1980.0,-37.69817000000001,144.8848,Western Metropolitan
Viewbank,9 Dawn Ct,4,h,1140000.0,6/01/2018,8.9,4.0,2.0,2.0,574.0,236.0,1980.0,-37.73544,145.0921,Eastern Metropolitan
Wallan,27 Augusta Wy,5,h,600000.0,6/01/2018,44.2,5.0,3.0,2.0,,328.0,2005.0,-37.3978,145.00176000000005,Northern Victoria
Wallan,10 Danaher Av,3,h,390000.0,6/01/2018,44.2,3.0,1.0,1.0,,104.0,1975.0,-37.40869,144.97782,Northern Victoria
Wantirna,39 Clarence Rd,4,h,975000.0,6/01/2018,14.7,4.0,2.0,2.0,858.0,142.0,1965.0,-37.84244,145.22321000000005,Eastern Metropolitan
Wantirna,4 Kellaway Ct,4,h,1188888.0,6/01/2018,14.7,4.0,3.0,3.0,960.0,264.0,1990.0,-37.85143,145.23157,Eastern Metropolitan
Wantirna South,6 Maringa Cl,5,h,1075000.0,6/01/2018,14.7,5.0,2.0,2.0,922.0,279.0,1984.0,-37.87004,145.22082,Eastern Metropolitan
Wantirna South,7 Sally Cl,5,h,,6/01/2018,14.7,5.0,2.0,2.0,,270.0,1980.0,-37.87169,145.22198,Eastern Metropolitan
Watsonia North,22 Trist St,3,h,700000.0,6/01/2018,14.5,3.0,1.0,1.0,402.0,108.0,1970.0,-37.70194,145.08901,Northern Metropolitan
Wattle Glen,4 Warrington Cr,4,h,835000.0,6/01/2018,23.6,4.0,2.0,2.0,601.0,189.0,2012.0,-37.66773,145.1824,Northern Victoria
Werribee,20 Harvest Wy,4,h,691000.0,6/01/2018,14.7,4.0,3.0,2.0,,42.0,2005.0,-37.89338,144.67132,Western Metropolitan
Werribee,24 Harvest Wy,3,h,,6/01/2018,14.7,3.0,2.0,2.0,544.0,162.0,2004.0,-37.89342,144.67168,Western Metropolitan
Werribee,4 Mekong Cl,3,h,420000.0,6/01/2018,14.7,3.0,2.0,2.0,341.0,106.0,1995.0,-37.88098,144.65753999999995,Western Metropolitan
Werribee,21 Selbourne Av,4,h,552000.0,6/01/2018,14.7,4.0,2.0,2.0,742.0,177.0,2000.0,-37.87348,144.6637,Western Metropolitan
Werribee,13 Trent Cl,3,h,501000.0,6/01/2018,14.7,3.0,1.0,2.0,454.0,113.0,1992.0,-37.87912,144.66331,Western Metropolitan
Wheelers Hill,11 Nelse Ct,3,h,1100000.0,6/01/2018,16.7,3.0,2.0,2.0,,190.0,1994.0,-37.91533,145.19444,South-Eastern Metropolitan
Williams Landing,6 Wildebrand Av,4,h,785000.0,6/01/2018,17.6,4.0,2.0,2.0,448.0,248.0,2013.0,-37.85737,144.7487,Western Metropolitan
Williamstown,4 Alma Tce,2,h,1115000.0,6/01/2018,6.8,2.0,1.0,2.0,380.0,108.0,1935.0,-37.85206,144.89318,Western Metropolitan
Williamstown,192 Melbourne Rd,3,h,870000.0,6/01/2018,6.8,3.0,1.0,,184.0,108.0,1900.0,-37.85232,144.89008,Western Metropolitan
Williamstown,67 Nelson Pl,4,h,,6/01/2018,6.8,4.0,3.0,2.0,,281.0,2009.0,-37.86429,144.9074,Western Metropolitan
Wollert,66 Fulham Wy,3,h,640000.0,6/01/2018,25.5,3.0,2.0,2.0,395.0,160.0,2013.0,-37.61817,145.02393999999995,Northern Metropolitan
Wyndham Vale,21 Mermaid Cr,3,h,400000.0,6/01/2018,27.2,3.0,1.0,1.0,340.0,93.0,2012.0,-37.88002,144.62762,Western Metropolitan
Wyndham Vale,8 Opala Ct,3,h,416000.0,6/01/2018,27.2,3.0,1.0,2.0,,110.0,1995.0,-37.90037,144.63041,Western Metropolitan
Wyndham Vale,15 Yaltara Dr,3,h,,6/01/2018,27.2,3.0,2.0,1.0,550.0,102.0,1985.0,-37.90085,144.62958,Western Metropolitan
Yarraville,9 Alice St,2,h,870000.0,6/01/2018,6.3,2.0,1.0,,231.0,86.0,1900.0,-37.81432,144.88685,Western Metropolitan
Abbotsford,146 Charles St,2,h,,9/12/2017,3.0,2.0,1.0,1.0,124.0,104.0,1890.0,-37.80377,144.99573,Northern Metropolitan
Abbotsford,44 Lulie St,2,h,970000.0,9/12/2017,3.0,2.0,1.0,,105.0,85.0,1890.0,-37.79644,144.99578,Northern Metropolitan
Abbotsford,57 Stafford St,3,h,,9/12/2017,3.0,3.0,1.0,1.0,135.0,100.0,1900.0,-37.8009,144.99534,Northern Metropolitan
Airport West,35 Cameron St,3,h,776000.0,9/12/2017,10.4,3.0,2.0,2.0,190.0,134.0,2012.0,-37.73026,144.88652,Western Metropolitan
Airport West,58 Fraser St,4,h,1220000.0,9/12/2017,10.4,4.0,2.0,5.0,585.0,214.0,1960.0,-37.72379,144.88391,Western Metropolitan
Altona North,52A Angus Av,4,t,900000.0,9/12/2017,9.4,4.0,3.0,2.0,,150.0,2012.0,-37.83295,144.85746,Western Metropolitan
Altona North,54 Cooper Av,3,h,835000.0,9/12/2017,9.4,3.0,2.0,3.0,534.0,115.0,1970.0,-37.83748,144.84446,Western Metropolitan
Altona North,5 Dean Ct,3,h,860000.0,9/12/2017,9.4,3.0,1.0,5.0,537.0,123.0,1960.0,-37.8308,144.83765,Western Metropolitan
Altona North,65A First Av,3,h,855000.0,9/12/2017,9.4,3.0,2.0,3.0,,132.0,2013.0,-37.83611,144.8544,Western Metropolitan
Ardeer,34 Glinden Av,2,h,475000.0,9/12/2017,12.8,2.0,1.0,2.0,,105.0,2000.0,-37.77315,144.80088,Western Metropolitan
Ardeer,17 Helene St,4,h,740000.0,9/12/2017,12.8,4.0,2.0,2.0,602.0,185.0,1970.0,-37.7789,144.80517,Western Metropolitan
Armadale,31 New St,3,h,,9/12/2017,6.3,3.0,1.0,,228.0,100.0,1900.0,-37.85404000000001,145.01563000000004,Southern Metropolitan
Ascot Vale,4 Hunt Cr,4,h,1800000.0,9/12/2017,4.3,4.0,3.0,2.0,561.0,241.0,1950.0,-37.77274,144.90328,Western Metropolitan
Ascot Vale,143 Kent St,4,h,1400000.0,9/12/2017,4.3,4.0,1.0,2.0,520.0,162.0,1890.0,-37.78034,144.92494,Western Metropolitan
Ashburton,38 Karnak Rd,4,h,2350000.0,9/12/2017,10.2,4.0,2.0,2.0,626.0,156.0,1950.0,-37.87364,145.07263,Southern Metropolitan
Ashwood,28 Carlyle St,4,h,1360000.0,9/12/2017,10.2,4.0,2.0,2.0,701.0,183.0,1950.0,-37.86138,145.09694,Southern Metropolitan
Ashwood,21 Yooralla St,4,h,,9/12/2017,10.2,4.0,2.0,2.0,,125.0,1950.0,-37.86883,145.10402,Southern Metropolitan
Aspendale,65 Albany Cr,3,h,1070000.0,9/12/2017,21.5,3.0,2.0,4.0,529.0,128.0,1960.0,-38.02452,145.10695,South-Eastern Metropolitan
Aspendale Gardens,3 Rochelle Ct,4,h,867500.0,9/12/2017,21.5,4.0,2.0,2.0,529.0,137.0,1990.0,-38.02704,145.1291,South-Eastern Metropolitan
Attwood,12 Chandos Pl,4,h,820000.0,9/12/2017,16.5,4.0,2.0,3.0,657.0,36.0,2004.0,-37.66884,144.88636,Northern Metropolitan
Attwood,3 Willowbank Wy,4,h,915000.0,9/12/2017,16.5,4.0,2.0,2.0,704.0,278.0,2000.0,-37.67061,144.89095,Northern Metropolitan
Avondale Heights,39 Brown St,4,h,970000.0,9/12/2017,9.5,4.0,2.0,2.0,534.0,181.0,2000.0,-37.76643,144.85492,Western Metropolitan
Balaclava,33 Marlborough St,2,h,1170000.0,9/12/2017,6.4,2.0,1.0,1.0,156.0,88.0,1890.0,-37.86955,144.99218,Southern Metropolitan
Balwyn,26 Clapham St,4,h,2035000.0,9/12/2017,7.9,4.0,2.0,2.0,,180.0,1940.0,-37.81214,145.09874,Southern Metropolitan
Balwyn,8 Monash Av,4,h,2650000.0,9/12/2017,7.9,4.0,3.0,2.0,663.0,201.0,1940.0,-37.80708,145.07156,Southern Metropolitan
Balwyn,123 Winmalee Rd,4,h,,9/12/2017,7.9,4.0,2.0,2.0,590.0,276.0,1950.0,-37.80801,145.0957,Southern Metropolitan
Balwyn North,4 Penn St,3,h,2100000.0,9/12/2017,9.7,3.0,2.0,2.0,717.0,300.0,2004.0,-37.78952,145.08366999999996,Southern Metropolitan
Beaumaris,132 Dalgetty Rd,4,h,1990000.0,9/12/2017,17.3,4.0,2.0,4.0,,223.0,1960.0,-37.98255,145.03861,Southern Metropolitan
Bentleigh,1 Auckland St,3,h,1300000.0,9/12/2017,11.4,3.0,1.0,2.0,585.0,133.0,1960.0,-37.92647,145.04636000000005,Southern Metropolitan
Bentleigh,19B Fromer St,3,t,1160000.0,9/12/2017,11.4,3.0,3.0,1.0,,214.0,2013.0,-37.92832,145.04244,Southern Metropolitan
Bentleigh,17 Jasper Rd,2,h,777500.0,9/12/2017,11.4,2.0,1.0,1.0,,98.0,1950.0,-37.93241,145.03891000000004,Southern Metropolitan
Bentleigh,6 Mavho St,2,h,1750000.0,9/12/2017,11.4,2.0,1.0,1.0,717.0,105.0,1920.0,-37.92092,145.03388,Southern Metropolitan
Bentleigh East,38 Abbin Av,3,h,1200000.0,9/12/2017,13.8,3.0,2.0,2.0,,110.0,1950.0,-37.93222,145.05422,Southern Metropolitan
Bentleigh East,13 Benina St,2,t,850000.0,9/12/2017,13.8,2.0,2.0,2.0,,110.0,2013.0,-37.92384000000001,145.06103000000004,Southern Metropolitan
Bentleigh East,9 Connie St,5,h,,9/12/2017,13.8,5.0,2.0,4.0,,390.0,2011.0,-37.92213,145.07543,Southern Metropolitan
Bentleigh East,1 Goodrich St,3,h,1240000.0,9/12/2017,13.8,3.0,1.0,4.0,663.0,150.0,1960.0,-37.91153,145.07831000000004,Southern Metropolitan
Bentleigh East,25 Hill St,5,h,,9/12/2017,13.8,5.0,1.0,2.0,585.0,166.0,1960.0,-37.9243,145.06023000000005,Southern Metropolitan
Bentleigh East,23 Milford St,3,h,1430000.0,9/12/2017,13.8,3.0,1.0,4.0,753.0,120.0,1950.0,-37.93014,145.05565,Southern Metropolitan
Blackburn,13 Hamilton Av,3,h,1050000.0,9/12/2017,13.4,3.0,2.0,2.0,353.0,111.0,1999.0,-37.81439,145.14541,Eastern Metropolitan
Blackburn North,7 Kent Cl,3,h,1030000.0,9/12/2017,13.4,3.0,2.0,1.0,568.0,137.0,1968.0,-37.80265,145.16099,Eastern Metropolitan
Blackburn South,230 Canterbury Rd,4,h,1250000.0,9/12/2017,13.4,4.0,2.0,2.0,,237.0,2002.0,-37.83349000000001,145.15996,Eastern Metropolitan
Blackburn South,11 Eckersley Ct,3,h,,9/12/2017,13.4,3.0,2.0,1.0,720.0,157.0,1950.0,-37.83446,145.15386,Eastern Metropolitan
Blackburn South,35 Samuel Rd,3,h,,9/12/2017,13.4,3.0,1.0,2.0,576.0,164.0,1960.0,-37.84576,145.1455,Eastern Metropolitan
Brighton,47 Drake St,4,h,2520000.0,9/12/2017,10.5,4.0,3.0,2.0,302.0,255.0,2000.0,-37.89233,144.9925,Southern Metropolitan
Brighton,62 Halifax St,4,h,,9/12/2017,10.5,4.0,2.0,2.0,,300.0,1920.0,-37.91562,145.00309,Southern Metropolitan
Brighton East,31 Centre Rd,4,h,,9/12/2017,10.3,4.0,3.0,2.0,635.0,236.0,1920.0,-37.91489,145.01063,Southern Metropolitan
Brighton East,11 Summerhill Rd,5,h,,9/12/2017,10.3,5.0,7.0,2.0,650.0,117.0,1930.0,-37.91794,145.01271,Southern Metropolitan
Brighton East,211A Were St,4,h,2100000.0,9/12/2017,10.3,4.0,3.0,2.0,600.0,219.0,1950.0,-37.92637,145.00904,Southern Metropolitan
Broadmeadows,1 Bicknell Ct,3,h,500000.0,9/12/2017,14.0,3.0,1.0,1.0,404.0,86.0,1960.0,-37.69412,144.92005,Northern Metropolitan
Broadmeadows,18 Stanhope St,3,h,,9/12/2017,14.0,3.0,1.0,4.0,,100.0,1965.0,-37.68583,144.93379,Northern Metropolitan
Brunswick,209 Albert St,3,h,1025000.0,9/12/2017,5.2,3.0,1.0,,,111.0,1890.0,-37.76904,144.9646,Northern Metropolitan
Brunswick East,206 Blyth St,2,h,1065000.0,9/12/2017,4.0,2.0,1.0,2.0,,95.0,1900.0,-37.76737,144.97901000000005,Northern Metropolitan
Brunswick West,499 Albert St,4,h,1816000.0,9/12/2017,5.2,4.0,2.0,2.0,,167.0,1910.0,-37.76673,144.94562,Northern Metropolitan
Bulleen,14 Ilma Ct,4,h,,9/12/2017,10.8,4.0,2.0,2.0,890.0,345.0,1995.0,-37.76663,145.07952,Eastern Metropolitan
Bundoora,5 Barton Ct,3,h,755000.0,9/12/2017,12.1,3.0,1.0,1.0,459.0,120.0,1970.0,-37.70415,145.06153999999995,Northern Metropolitan
Bundoora,229 Greenwood Dr,4,h,770000.0,9/12/2017,12.1,4.0,2.0,1.0,586.0,166.0,1970.0,-37.70772,145.07275,Northern Metropolitan
Bundoora,6 Warramunga Rd,4,h,,9/12/2017,12.1,4.0,2.0,2.0,,249.0,2004.0,-37.69976,145.05254,Northern Metropolitan
Bundoora,1 Zara Cl,3,t,606000.0,9/12/2017,12.1,3.0,2.0,2.0,,154.0,2010.0,-37.68078,145.07746,Northern Metropolitan
Burnside,10 Pilbara Av,5,h,,9/12/2017,14.8,5.0,2.0,4.0,692.0,263.0,2005.0,-37.749,144.75271,Western Metropolitan
Burnside,17 Saxby Ct,3,h,,9/12/2017,14.8,3.0,2.0,1.0,,103.0,2002.0,-37.74732,144.74416000000005,Western Metropolitan
Burwood,4 Narmi Ct,4,h,,9/12/2017,10.4,4.0,2.0,1.0,563.0,564.0,1960.0,-37.8476,145.12667,Southern Metropolitan
Burwood,29 Parer St,4,h,1500000.0,9/12/2017,10.4,4.0,2.0,2.0,,197.0,1930.0,-37.84787,145.10371,Southern Metropolitan
Burwood,71 Parer St,3,h,,9/12/2017,10.4,3.0,2.0,2.0,695.0,169.0,1940.0,-37.84482,145.10427,Southern Metropolitan
Burwood,24 Wridgway Av,6,h,,9/12/2017,10.4,6.0,2.0,1.0,836.0,142.0,1955.0,-37.85314,145.12076000000005,Southern Metropolitan
Camberwell,23 Acheron Av,5,h,1660000.0,9/12/2017,7.7,5.0,3.0,2.0,975.0,129.0,1920.0,-37.84184000000001,145.06585,Southern Metropolitan
Camberwell,2 Bow Cr,3,h,1300000.0,9/12/2017,7.7,3.0,1.0,1.0,362.0,94.0,1900.0,-37.82718,145.07,Southern Metropolitan
Camberwell,37 Kalang Rd,3,h,1625000.0,9/12/2017,7.7,3.0,1.0,2.0,487.0,150.0,1940.0,-37.8442,145.08142,Southern Metropolitan
Camberwell,19 Lesley St,4,h,,9/12/2017,7.7,4.0,1.0,3.0,,175.0,1950.0,-37.84565,145.09393,Southern Metropolitan
Camberwell,1064 Toorak Rd,4,h,,9/12/2017,7.7,4.0,2.0,3.0,581.0,363.0,2000.0,-37.84783,145.07161000000005,Southern Metropolitan
Canterbury,14 Golding St,4,h,,9/12/2017,8.4,4.0,2.0,2.0,608.0,157.0,1905.0,-37.82828,145.08448,Southern Metropolitan
Caulfield,28 Pyne St,4,h,,9/12/2017,8.7,4.0,2.0,2.0,501.0,246.0,1915.0,-37.88643,145.02402,Southern Metropolitan
Caulfield South,349 Bambra Rd,4,h,2040000.0,9/12/2017,8.7,4.0,3.0,2.0,,191.0,1940.0,-37.89972,145.02621000000005,Southern Metropolitan
Caulfield South,15 Russell St,3,h,1352000.0,9/12/2017,8.7,3.0,2.0,2.0,436.0,132.0,1940.0,-37.90116,145.02431,Southern Metropolitan
Chelsea Heights,34 Third Av,3,h,745500.0,9/12/2017,27.0,3.0,1.0,1.0,644.0,108.0,1970.0,-38.04333,145.13326,South-Eastern Metropolitan
Chelsea Heights,250 Wells Rd,4,h,686000.0,9/12/2017,27.0,4.0,1.0,3.0,527.0,162.0,1960.0,-38.04923,145.14209,South-Eastern Metropolitan
Cheltenham,49 Argus St,3,h,1800000.0,9/12/2017,17.9,3.0,2.0,4.0,1231.0,198.0,1967.0,-37.95867,145.06315,Southern Metropolitan
Cheltenham,106 Cavanagh St,3,h,1155500.0,9/12/2017,17.9,3.0,2.0,2.0,,185.0,2013.0,-37.956,145.06696000000005,Southern Metropolitan
Cheltenham,4 Shelford Ct,4,h,1150000.0,9/12/2017,17.9,4.0,2.0,2.0,700.0,584.0,1964.0,-37.96841,145.07175,Southern Metropolitan
Cheltenham,145 Warrigal Rd,3,h,890000.0,9/12/2017,17.9,3.0,1.0,2.0,,158.0,1950.0,-37.97465,145.07259,Southern Metropolitan
Cheltenham,138 Weatherall Rd,4,h,1715000.0,9/12/2017,17.9,4.0,2.0,2.0,,167.0,1950.0,-37.97191,145.04873,Southern Metropolitan
Clifton Hill,54 Council St,4,h,1600000.0,9/12/2017,3.6,4.0,2.0,,165.0,170.0,1880.0,-37.7925,144.98789,Northern Metropolitan
Coburg,49 Darlington Gr,3,h,1270000.0,9/12/2017,6.7,3.0,2.0,2.0,,132.0,1920.0,-37.74733,144.974,Northern Metropolitan
Coburg,74 Glengyle St,3,h,1050000.0,9/12/2017,6.7,3.0,1.0,2.0,382.0,109.0,1920.0,-37.7545,144.97739,Northern Metropolitan
Coburg,32 Walsh St,4,h,900000.0,9/12/2017,6.7,4.0,2.0,1.0,246.0,133.0,1910.0,-37.74833,144.96891000000005,Northern Metropolitan
Collingwood,4 Forest St,2,h,1126000.0,9/12/2017,2.0,2.0,1.0,,180.0,119.0,1900.0,-37.79646,144.99225,Northern Metropolitan
Craigieburn,70 Balyang Wy,3,h,,9/12/2017,20.6,3.0,2.0,2.0,,152.0,2009.0,-37.59881,144.91201999999996,Northern Metropolitan
Craigieburn,45 Burrora Wy,4,h,556000.0,9/12/2017,20.6,4.0,2.0,2.0,,158.0,2010.0,-37.58772,144.91761,Northern Metropolitan
Craigieburn,51 Burrora Wy,4,h,634000.0,9/12/2017,20.6,4.0,2.0,2.0,,209.0,2007.0,-37.58669,144.91797,Northern Metropolitan
Craigieburn,15 Eastgate Rd,4,h,515000.0,9/12/2017,20.6,4.0,1.0,1.0,738.0,129.0,1980.0,-37.60603,144.941,Northern Metropolitan
Craigieburn,6 Falmouth Ct,3,h,610000.0,9/12/2017,20.6,3.0,2.0,2.0,534.0,185.0,1990.0,-37.61145,144.9311,Northern Metropolitan
Craigieburn,3 Tussock Rd,4,h,565100.0,9/12/2017,20.6,4.0,2.0,2.0,350.0,172.0,2016.0,-37.56741,144.91028,Northern Metropolitan
