Suburb,Address,Rooms,Price,SellerG,Date,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname
Balwyn North,5 Mary St,5,3225000.0,hockingstuart,28/10/2017,9.7,5.0,4.0,2.0,646.0,408.0,2016.0,Boroondara City Council,-37.797990000000006,145.10165,Southern Metropolitan
Balwyn North,9 Tannock St,5,1730000.0,Purplebricks,28/10/2017,9.7,5.0,2.0,4.0,643.0,248.0,1955.0,Boroondara City Council,-37.79064,145.09463,Southern Metropolitan
Bentleigh,31 Gilmour Rd,5,2478000.0,Jellis,28/10/2017,11.4,5.0,3.0,2.0,697.0,697.0,2016.0,Glen Eira City Council,-37.93087,145.04172,Southern Metropolitan
Bentleigh East,20 Clements St,4,1600000.0,Jellis,28/10/2017,13.8,4.0,1.0,4.0,700.0,200.0,1960.0,Glen Eira City Council,-37.90967,145.05948,Southern Metropolitan
Blackburn,9 Naughton Gr,4,1940000.0,hockingstuart,28/10/2017,13.4,4.0,2.0,3.0,926.0,292.0,2006.0,Whitehorse City Council,-37.82825,145.15816,Eastern Metropolitan
Blackburn South,28 Samuel Rd,5,1955000.0,Ray,28/10/2017,13.4,5.0,3.0,2.0,587.0,350.0,2012.0,Whitehorse City Council,-37.84489,145.1454,Eastern Metropolitan
Bonbeach,69 Mascot Av,4,1501000.0,Buxton,28/10/2017,27.0,4.0,2.0,2.0,817.0,220.0,2003.0,Kingston City Council,-38.06923,145.1278,South-Eastern Metropolitan
Bonbeach,2 Royal Rd,3,1031000.0,O'Brien,28/10/2017,27.0,3.0,2.0,3.0,564.0,150.0,1950.0,Kingston City Council,-38.06087,145.12686000000002,South-Eastern Metropolitan
Brighton,24 Grosvenor St,4,3850000.0,Marshall,28/10/2017,10.5,4.0,2.0,2.0,823.0,365.0,1937.0,Bayside City Council,-37.909459999999996,144.98918999999998,Southern Metropolitan
Brighton,157 North Rd,3,1850000.0,Buxton,28/10/2017,10.5,3.0,2.0,2.0,691.0,167.0,1930.0,Bayside City Council,-37.89946,145.00537,Southern Metropolitan
Brighton,55B South Rd,3,2100000.0,Buxton,28/10/2017,10.5,3.0,2.0,2.0,525.0,262.0,1935.0,Bayside City Council,-37.92798,144.9948,Southern Metropolitan
Brighton East,5 Chapman St,5,2000000.0,Marshall,28/10/2017,10.3,5.0,2.0,2.0,604.0,239.0,1935.0,Bayside City Council,-37.92824,145.00922,Southern Metropolitan
Brighton East,6 Ratho Av,4,2220000.0,RT,28/10/2017,10.3,4.0,1.0,2.0,819.0,224.0,1935.0,Bayside City Council,-37.928509999999996,145.00533000000001,Southern Metropolitan
Brunswick,56 Barrow St,5,2020000.0,hockingstuart,28/10/2017,5.2,5.0,3.0,1.0,382.0,192.0,1900.0,Moreland City Council,-37.75996,144.96993999999998,Northern Metropolitan
Brunswick West,18 Hamilton St,3,1310000.0,Nelson,28/10/2017,5.2,3.0,2.0,1.0,408.0,155.0,1920.0,Moreland City Council,-37.76007,144.94888,Northern Metropolitan
Bulleen,5 Penderel Wy,4,1830000.0,Jellis,28/10/2017,10.8,4.0,3.0,2.0,700.0,350.0,1998.0,Manningham City Council,-37.76125,145.09478000000001,Eastern Metropolitan
Bundoora,8 Oxford Dr,3,770000.0,Ray,28/10/2017,12.1,3.0,1.0,1.0,551.0,0.0,1970.0,Banyule City Council,-37.69939,145.06566999999998,Northern Metropolitan
Burnside,10 Mockridge Av,4,775100.0,HAR,28/10/2017,14.8,4.0,2.0,2.0,564.0,246.0,2003.0,Melton City Council,-37.7482,144.74472,Western Metropolitan
Burnside Heights,5 Winterton Ct,4,860000.0,YPA,28/10/2017,14.8,4.0,3.0,3.0,675.0,401.0,2006.0,Melton City Council,-37.73055,144.753,Western Metropolitan
Burwood,79 Elgar Rd,10,2315000.0,Buxton,28/10/2017,10.4,10.0,9.0,2.0,612.0,466.0,2015.0,Monash City Council,-37.844609999999996,145.10968,Southern Metropolitan
Burwood East,9 Keats St,4,1260000.0,Harcourts,28/10/2017,14.7,4.0,2.0,2.0,582.0,149.0,1970.0,Whitehorse City Council,-37.851440000000004,145.14736000000002,Eastern Metropolitan
Camberwell,36 Morey St,5,2540000.0,Marshall,28/10/2017,7.7,5.0,3.0,2.0,730.0,332.0,2009.0,Boroondara City Council,-37.841590000000004,145.09606000000002,Southern Metropolitan
Campbellfield,6 Stewart Gr,4,666000.0,YPA,28/10/2017,16.6,4.0,2.0,2.0,575.0,162.0,1960.0,Hume City Council,-37.66949,144.95399,Northern Metropolitan
Carnegie,9 Margaret St,4,1700000.0,Ray,28/10/2017,10.1,4.0,2.0,1.0,464.0,175.0,1930.0,Glen Eira City Council,-37.890859999999996,145.06327,Southern Metropolitan
Cheltenham,2 Cameron St,4,1475000.0,Buxton,28/10/2017,17.9,4.0,2.0,2.0,604.0,137.0,1955.0,Bayside City Council,-37.96928,145.05851,Southern Metropolitan
Cheltenham,178 Charman Rd,3,1250000.0,Buxton,28/10/2017,17.9,3.0,1.0,1.0,604.0,137.0,1955.0,Bayside City Council,-37.97307,145.05446,Southern Metropolitan
Clayton,5 Flora Rd,3,800000.0,Ray,28/10/2017,16.7,3.0,2.0,2.0,257.0,146.0,2000.0,Monash City Council,-37.91737,145.11569,South-Eastern Metropolitan
Clayton,324 Haughton Rd,3,1004000.0,Woodards,28/10/2017,16.7,3.0,1.0,1.0,852.0,117.0,1950.0,Monash City Council,-37.91883,145.11209,South-Eastern Metropolitan
Clifton Hill,86 Ramsden St,4,3100000.0,Collins,28/10/2017,3.6,4.0,2.0,2.0,293.0,246.0,1920.0,Yarra City Council,-37.7907,145.00008,Northern Metropolitan
Coburg,11 Lobb St,4,1350000.0,Barry,28/10/2017,6.7,4.0,2.0,1.0,404.0,172.0,1920.0,Darebin City Council,-37.7401,144.96505,Northern Metropolitan
Coburg,55 Moore St,4,1269000.0,Nelson,28/10/2017,6.7,4.0,1.0,1.0,422.0,150.0,1920.0,Darebin City Council,-37.7543,144.97134,Northern Metropolitan
Coburg,75 Phillips St,3,1150000.0,Nelson,28/10/2017,6.7,3.0,1.0,2.0,459.0,126.0,1930.0,Darebin City Council,-37.745870000000004,144.95445,Northern Metropolitan
Coburg North,141 Elizabeth St,5,1190000.0,Jellis,28/10/2017,6.7,5.0,3.0,2.0,460.0,253.0,2013.0,Darebin City Council,-37.73108,144.98351,Northern Metropolitan
Craigieburn,9 Asbury St,4,655000.0,Stockdale,28/10/2017,20.6,4.0,2.0,2.0,448.0,219.0,2015.0,Hume City Council,-37.57287,144.91884,Northern Metropolitan
Craigieburn,18 Balyang Wy,3,435000.0,Barry,28/10/2017,20.6,3.0,1.0,1.0,313.0,97.0,2010.0,Hume City Council,-37.596270000000004,144.91243,Northern Metropolitan
Craigieburn,19 Bradshaw Av,4,620000.0,LJ,28/10/2017,20.6,4.0,2.0,2.0,399.0,183.0,2013.0,Hume City Council,-37.57322,144.90475,Northern Metropolitan
Craigieburn,37 Viewside Cr,4,580000.0,Ray,28/10/2017,20.6,4.0,2.0,2.0,350.0,168.0,2011.0,Hume City Council,-37.57532,144.91332,Northern Metropolitan
Cranbourne,29 Earlston Cct,4,910500.0,iTRAK,28/10/2017,34.7,4.0,2.0,3.0,4208.0,200.0,1993.0,Casey City Council,-38.124790000000004,145.28744,South-Eastern Metropolitan
Croydon,99 Eastfield Rd,3,660000.0,McGrath,28/10/2017,23.0,3.0,1.0,2.0,512.0,89.0,1960.0,Maroondah City Council,-37.81139,145.27414,Eastern Metropolitan
Croydon,27 Stirling Rd,4,1115000.0,Fletchers,28/10/2017,23.0,4.0,2.0,2.0,1237.0,215.0,1970.0,Maroondah City Council,-37.79136,145.27375,Eastern Metropolitan
Croydon,16 Tara Cl,4,1060000.0,Fletchers,28/10/2017,23.0,4.0,2.0,2.0,864.0,236.0,2000.0,Maroondah City Council,-37.81127,145.2871,Eastern Metropolitan
Dallas,184 Dallas Dr,5,695000.0,Stockdale,28/10/2017,14.0,5.0,3.0,3.0,591.0,281.0,2008.0,Hume City Council,-37.66746,144.9395,Northern Metropolitan
Dallas,2 Melton Ct,3,465000.0,Stockdale,28/10/2017,14.0,3.0,1.0,2.0,542.0,104.0,1960.0,Hume City Council,-37.673629999999996,144.92733,Northern Metropolitan
Dandenong North,26 Blaxland Dr,5,775000.0,Boutique,28/10/2017,24.7,5.0,3.0,2.0,736.0,170.0,1975.0,Greater Dandenong City Council,-37.94059,145.20472,South-Eastern Metropolitan
Dandenong North,192 Gladstone Rd,3,651800.0,Boutique,28/10/2017,24.7,3.0,2.0,2.0,570.0,132.0,1980.0,Greater Dandenong City Council,-37.95422,145.20755,South-Eastern Metropolitan
Deer Park,31 Poole St,3,765000.0,Douglas,28/10/2017,14.8,3.0,1.0,2.0,691.0,101.0,1960.0,Brimbank City Council,-37.77382,144.77038000000002,Western Metropolitan
Dingley Village,22 Bayville Dr,5,1526000.0,Buxton,28/10/2017,22.2,5.0,3.0,2.0,544.0,292.0,2016.0,Kingston City Council,-37.98665,145.12308000000002,South-Eastern Metropolitan
Doncaster East,271 Blackburn Rd,3,1155000.0,Barry,28/10/2017,14.3,3.0,1.0,1.0,656.0,108.0,1968.0,Manningham City Council,-37.7805,145.16319,Eastern Metropolitan
Doncaster East,36 Gedye St,4,1105000.0,Philip,28/10/2017,14.3,4.0,2.0,1.0,655.0,158.0,1970.0,Manningham City Council,-37.79845,145.14881,Eastern Metropolitan
Doncaster East,23 Longstaff Ct,4,1450000.0,Jellis,28/10/2017,14.3,4.0,2.0,2.0,872.0,258.0,1984.0,Manningham City Council,-37.775240000000004,145.16846,Eastern Metropolitan
Epping,111 Peppercorn Pde,4,656000.0,RW,28/10/2017,19.6,4.0,1.0,2.0,570.0,143.0,1980.0,Whittlesea City Council,-37.64907,145.04282,Northern Metropolitan
Epping,3 Shaftesbury Dr,3,470000.0,Millership,28/10/2017,19.6,3.0,1.0,1.0,306.0,100.0,2004.0,Whittlesea City Council,-37.629059999999996,145.03785,Northern Metropolitan
Essendon,33 Amelia Av,4,1507000.0,Nelson,28/10/2017,7.5,4.0,2.0,2.0,558.0,147.0,1925.0,Moonee Valley City Council,-37.74476,144.92504,Western Metropolitan
Essendon North,55 Bulla Rd,2,750000.0,Nelson,28/10/2017,8.2,2.0,1.0,2.0,304.0,97.0,1950.0,Moonee Valley City Council,-37.73977,144.90675,Western Metropolitan
Fairfield,190 Arthur St,4,1900000.0,Jellis,28/10/2017,5.7,4.0,2.0,1.0,474.0,230.0,1920.0,Darebin City Council,-37.772259999999996,145.02018999999999,Northern Metropolitan
Fawkner,5 Kiddle St,4,850000.0,Ray,28/10/2017,13.1,4.0,3.0,3.0,367.0,217.0,2012.0,Hume City Council,-37.71734,144.97057,Northern Metropolitan
Flemington,53 Marshall St,3,1161000.0,Nelson,28/10/2017,3.4,3.0,1.0,1.0,223.0,150.0,1910.0,Melbourne City Council,-37.786429999999996,144.92481999999998,Northern Metropolitan
Frankston,88 Franciscan Av,4,600000.0,Barry,28/10/2017,38.0,4.0,1.0,1.0,650.0,156.0,1980.0,Frankston City Council,-38.167559999999995,145.15559,South-Eastern Metropolitan
Frankston,43 Highview Rd,3,800000.0,Eview,28/10/2017,38.0,3.0,1.0,2.0,904.0,140.0,1960.0,Frankston City Council,-38.15933,145.14677,South-Eastern Metropolitan
Frankston,13 Isabella Cr,4,670000.0,Ray,28/10/2017,38.0,4.0,2.0,2.0,692.0,181.0,1977.0,Frankston City Council,-38.17436,145.1565,South-Eastern Metropolitan
Frankston,6 Meerlu Av,3,625000.0,Ray,28/10/2017,38.0,3.0,1.0,1.0,538.0,108.0,1980.0,Frankston City Council,-38.145990000000005,145.15601999999998,South-Eastern Metropolitan
Gladstone Park,3 Finlay Cl,4,760000.0,Barry,28/10/2017,12.9,4.0,3.0,2.0,578.0,208.0,1980.0,Hume City Council,-37.685,144.8934,Western Metropolitan
Gladstone Park,77 Wolverton Dr,3,665000.0,Barry,28/10/2017,12.9,3.0,1.0,2.0,550.0,136.0,1960.0,Hume City Council,-37.685,144.88906,Western Metropolitan
Glen Iris,25 Charles St,4,2320000.0,Jellis,28/10/2017,7.3,4.0,2.0,2.0,672.0,216.0,1928.0,Boroondara City Council,-37.85223,145.09132,Southern Metropolitan
Glen Waverley,2 Hampton Ct,4,1300000.0,Ray,28/10/2017,16.7,4.0,2.0,0.0,712.0,163.0,1960.0,Monash City Council,-37.8939,145.14706999999999,Eastern Metropolitan
Glen Waverley,5 Jordan Gr,4,1500000.0,Barry,28/10/2017,16.7,4.0,1.0,1.0,708.0,160.0,1955.0,Monash City Council,-37.886379999999996,145.16745,Eastern Metropolitan
Glenroy,10 Morley St,3,780000.0,Raine,28/10/2017,11.2,3.0,1.0,4.0,695.0,100.0,1950.0,Moreland City Council,-37.70106,144.93721000000002,Northern Metropolitan
Gowanbrae,10 Duranta Dr,1,290000.0,Nelson,28/10/2017,12.9,1.0,1.0,0.0,225.0,155.0,2017.0,Moreland City Council,-37.702009999999994,144.90146000000001,Western Metropolitan
Gowanbrae,3 Lilac Mw,4,790000.0,Nelson,28/10/2017,12.9,4.0,2.0,2.0,653.0,181.0,2002.0,Moreland City Council,-37.7031,144.89443,Western Metropolitan
Greensborough,27 Booyan Cr,4,708000.0,Darren,28/10/2017,16.1,4.0,2.0,1.0,584.0,220.0,1980.0,Banyule City Council,-37.69073,145.09421,Northern Metropolitan
Greensborough,26 Pamburra Ct,3,985000.0,Fletchers,28/10/2017,16.1,3.0,2.0,2.0,754.0,140.0,1980.0,Banyule City Council,-37.69299,145.10591000000002,Northern Metropolitan
Greenvale,38 Candlebark Dr,4,700000.0,YPA,28/10/2017,20.4,4.0,2.0,2.0,655.0,223.0,2009.0,Hume City Council,-37.61032,144.90828,Northern Metropolitan
Greenvale,2 Swinton Wy,6,1400000.0,buyMyplace,28/10/2017,20.4,6.0,2.0,2.0,4591.0,298.0,1990.0,Hume City Council,-37.658429999999996,144.89004,Northern Metropolitan
Hadfield,58 Sutherland St,5,1077500.0,Stockdale,28/10/2017,11.2,5.0,3.0,2.0,604.0,245.0,1950.0,Moreland City Council,-37.706179999999996,144.94787,Northern Metropolitan
Hadfield,28 Walter St,2,665000.0,Eview,28/10/2017,11.2,2.0,2.0,2.0,286.0,116.0,2012.0,Moreland City Council,-37.711729999999996,144.94035,Northern Metropolitan
Hampton,10 Fewster Rd,4,2025000.0,hockingstuart,28/10/2017,13.8,4.0,2.0,2.0,662.0,180.0,1920.0,Bayside City Council,-37.938,145.01357,Southern Metropolitan
Hawthorn,23 Elm St,4,2750000.0,Jellis,28/10/2017,5.3,4.0,2.0,1.0,695.0,218.0,1910.0,Boroondara City Council,-37.81296,145.01868000000002,Southern Metropolitan
Hawthorn East,31 Roseberry St,3,1500000.0,Marshall,28/10/2017,6.2,3.0,2.0,2.0,240.0,159.0,1996.0,Boroondara City Council,-37.826440000000005,145.04792,Southern Metropolitan
Hawthorn East,17 Westley St,3,1350000.0,Marshall,28/10/2017,6.2,3.0,1.0,2.0,297.0,94.0,1930.0,Boroondara City Council,-37.81883,145.05694,Southern Metropolitan
Heathmont,6 Orchard Gr,4,900000.0,Barry,28/10/2017,21.3,4.0,2.0,2.0,731.0,186.0,1950.0,Maroondah City Council,-37.83465,145.24245,Eastern Metropolitan
Heidelberg Heights,103 Porter Rd,2,602000.0,Jellis,28/10/2017,8.8,2.0,1.0,1.0,224.0,91.0,2000.0,Banyule City Council,-37.73575,145.05796,Eastern Metropolitan
Highett,8 Monamie Av,2,900000.0,Charlton,28/10/2017,16.0,2.0,1.0,1.0,723.0,92.0,1950.0,Bayside City Council,-37.9458,145.03798999999998,Southern Metropolitan
Highett,24 View St,5,1776000.0,Hodges,28/10/2017,16.0,5.0,3.0,2.0,501.0,312.0,2015.0,Bayside City Council,-37.94996,145.0452,Southern Metropolitan
Highett,188 Wickham Rd,3,1100000.0,Obrien,28/10/2017,16.0,3.0,2.0,1.0,635.0,109.0,1950.0,Bayside City Council,-37.94612,145.04873,Southern Metropolitan
Hillside,5 Palm Cl,4,681000.0,Barry,28/10/2017,18.0,4.0,2.0,2.0,666.0,191.0,1997.0,Brimbank City Council,-37.69618,144.74584,Western Metropolitan
Hillside,13 Penshurst Ct,4,682100.0,HAR,28/10/2017,18.0,4.0,2.0,4.0,735.0,159.0,1995.0,Brimbank City Council,-37.69768,144.74958999999998,Western Metropolitan
Hoppers Crossing,13 Banksia Cr,3,500000.0,Ray,28/10/2017,18.4,3.0,1.0,3.0,650.0,118.0,1980.0,Wyndham City Council,-37.86045,144.68482,Western Metropolitan
Hoppers Crossing,6 Clay Av,3,525000.0,Greg,28/10/2017,18.4,3.0,2.0,2.0,591.0,119.0,1972.0,Wyndham City Council,-37.87295,144.69098,Western Metropolitan
Hoppers Crossing,7 Melaleuca Dr,3,515000.0,Barry,28/10/2017,18.4,3.0,1.0,2.0,688.0,127.0,1990.0,Wyndham City Council,-37.85703,144.68212,Western Metropolitan
Jacana,2 Bannister St,4,616000.0,YPA,28/10/2017,14.0,4.0,3.0,2.0,543.0,124.0,1960.0,Hume City Council,-37.68946,144.9099,Northern Metropolitan
Keilor,22 Karina Ct,4,1210000.0,Brad,28/10/2017,14.5,4.0,3.0,2.0,1101.0,296.0,1985.0,Brimbank City Council,-37.70572,144.81384,Western Metropolitan
Keilor Downs,35 Stockwell Cr,4,900000.0,Brad,28/10/2017,15.5,5.0,3.0,5.0,821.0,249.0,1998.0,Brimbank City Council,-37.71415,144.79238999999998,Western Metropolitan
Kew,68 Pakington St,3,1752000.0,Jellis,28/10/2017,5.4,3.0,1.0,1.0,339.0,142.0,1890.0,Boroondara City Council,-37.80053,145.03529,Southern Metropolitan
Kew East,41 White Av,5,2375000.0,Jellis,28/10/2017,7.3,5.0,3.0,2.0,570.0,325.0,2013.0,Boroondara City Council,-37.793409999999994,145.04075,Southern Metropolitan
Kingsville,20 Chirnside St,3,1180000.0,Greg,28/10/2017,6.4,3.0,2.0,0.0,277.0,137.0,1910.0,Maribyrnong City Council,-37.80535,144.88297,Western Metropolitan
Kingsville,93 Chirnside St,3,1170000.0,hockingstuart,28/10/2017,6.4,3.0,2.0,1.0,275.0,110.0,1910.0,Maribyrnong City Council,-37.8085,144.88273999999998,Western Metropolitan
Malvern East,14 Fountaine Av,4,2090000.0,Marshall,28/10/2017,8.4,4.0,3.0,2.0,569.0,240.0,1920.0,Stonnington City Council,-37.88247,145.06621,Southern Metropolitan
Malvern East,33 Grant St,5,6125000.0,Marshall,28/10/2017,8.4,5.0,3.0,2.0,1384.0,340.0,1982.0,Stonnington City Council,-37.871809999999996,145.05288000000002,Southern Metropolitan
Maribyrnong,26 Oakland St,4,1765000.0,Rendina,28/10/2017,4.3,4.0,3.0,3.0,669.0,223.0,1910.0,Maribyrnong City Council,-37.77008,144.89428,Western Metropolitan
Melton South,1 Bligh St,3,413000.0,Raine,28/10/2017,29.8,3.0,1.0,1.0,587.0,94.0,1980.0,Melton City Council,-37.70945,144.56748000000002,Western Victoria
Mernda,33 Craigmoor Cr,4,609000.0,HAR,28/10/2017,25.9,4.0,2.0,2.0,448.0,167.0,2011.0,Whittlesea City Council,-37.58565,145.08701000000002,Northern Metropolitan
Mernda,14 Haig St,4,622000.0,Ray,28/10/2017,25.9,4.0,2.0,2.0,460.0,170.0,2011.0,Whittlesea City Council,-37.59641,145.08809,Northern Metropolitan
Mill Park,12 Bradley Dr,3,744000.0,Barry,28/10/2017,17.9,3.0,2.0,2.0,667.0,153.0,1994.0,Whittlesea City Council,-37.655409999999996,145.07495,Northern Metropolitan
Mill Park,7 Carlita Cl,5,800000.0,Barry,28/10/2017,17.9,5.0,2.0,1.0,652.0,210.0,1985.0,Whittlesea City Council,-37.673390000000005,145.06935,Northern Metropolitan
Mill Park,7 Galilee Cr,4,688000.0,Ray,28/10/2017,17.9,4.0,2.0,2.0,659.0,185.0,1978.0,Whittlesea City Council,-37.674,145.0638,Northern Metropolitan
Mill Park,16 Hurlstone Cr,3,755000.0,HAR,28/10/2017,17.9,3.0,2.0,2.0,625.0,164.0,1990.0,Whittlesea City Council,-37.66275,145.06786,Northern Metropolitan
Mill Park,98 Pindari Av,4,705000.0,Stockdale,28/10/2017,17.9,4.0,2.0,2.0,565.0,172.0,1980.0,Whittlesea City Council,-37.65805,145.05284,Northern Metropolitan
Mill Park,2 Viewbank Pl,4,654000.0,RW,28/10/2017,17.9,4.0,1.0,1.0,306.0,149.0,1990.0,Whittlesea City Council,-37.66474,145.07709,Northern Metropolitan
Mitcham,62 Brunswick Rd,3,1050000.0,Noel,28/10/2017,17.2,3.0,1.0,1.0,662.0,149.0,1970.0,Whitehorse City Council,-37.818459999999995,145.20078,Eastern Metropolitan
Mitcham,3 Nara Rd,5,1230000.0,Noel,28/10/2017,17.2,5.0,3.0,2.0,676.0,320.0,1972.0,Whitehorse City Council,-37.81042,145.20852,Eastern Metropolitan
Montmorency,11 Ryrie Ct,4,1375000.0,Morrison,28/10/2017,16.2,4.0,2.0,2.0,954.0,210.0,1996.0,Banyule City Council,-37.72087,145.12601,Eastern Metropolitan
Moonee Ponds,4 Eglinton St,3,1635000.0,Avion,28/10/2017,6.2,3.0,2.0,2.0,431.0,165.0,1900.0,Moonee Valley City Council,-37.769090000000006,144.91947,Western Metropolitan
Moorabbin,28 Franklin St,3,1050000.0,Jellis,28/10/2017,14.3,3.0,1.0,2.0,652.0,128.0,1960.0,Kingston City Council,-37.937090000000005,145.05393,Southern Metropolitan
Mooroolbark,6 Esther Cr,3,870000.0,McGrath,28/10/2017,26.5,3.0,1.0,2.0,853.0,135.0,1980.0,Yarra Ranges Shire Council,-37.78156,145.30784,Eastern Victoria
Mordialloc,9 Waratah Av,4,1350000.0,O'Brien,28/10/2017,21.5,4.0,3.0,2.0,807.0,188.0,1980.0,Kingston City Council,-37.9934,145.09534,South-Eastern Metropolitan
Murrumbeena,23 Swan Rd,3,1720000.0,Buxton,28/10/2017,10.1,3.0,1.0,2.0,733.0,175.0,1950.0,Glen Eira City Council,-37.90013,145.07054,Southern Metropolitan
Newport,299 Douglas Pde,3,960000.0,Raine,28/10/2017,6.2,3.0,1.0,2.0,282.0,118.0,1900.0,Hobsons Bay City Council,-37.845490000000005,144.89199,Western Metropolitan
Noble Park,55 Gatcum Ct,3,790000.0,Barry,28/10/2017,22.7,3.0,1.0,1.0,687.0,151.0,1965.0,Greater Dandenong City Council,-37.96437,145.18405,South-Eastern Metropolitan
North Warrandyte,11 Valias St,2,698000.0,Gardiner,28/10/2017,21.1,2.0,1.0,2.0,1383.0,88.0,1950.0,Nillumbik Shire Council,-37.72582,145.20696999999998,Eastern Metropolitan
Northcote,112 Hawthorn Rd,3,1050000.0,Jellis,28/10/2017,5.3,3.0,2.0,1.0,137.0,117.0,1900.0,Darebin City Council,-37.77129,144.99508,Northern Metropolitan
Northcote,3 Oamaru St,4,2250000.0,Jellis,28/10/2017,5.3,4.0,3.0,2.0,375.0,287.0,2017.0,Darebin City Council,-37.77004,145.0093,Northern Metropolitan
Northcote,3 Thames St,4,2295000.0,Jellis,28/10/2017,5.3,4.0,2.0,2.0,580.0,240.0,2007.0,Darebin City Council,-37.772659999999995,145.00876,Northern Metropolitan
Nunawading,5 MacEdon Ct,3,1200000.0,Fletchers,28/10/2017,15.4,3.0,2.0,2.0,662.0,173.0,1980.0,Manningham City Council,-37.80715,145.18287,Eastern Metropolitan
Oakleigh South,4 Angus Ct,4,986000.0,Ray,28/10/2017,15.5,4.0,2.0,1.0,541.0,155.0,1995.0,Kingston City Council,-37.94082,145.09671,South-Eastern Metropolitan
Pakenham,9 Colonial Wy,5,490000.0,FN,28/10/2017,47.3,5.0,2.0,2.0,756.0,214.0,2006.0,Cardinia Shire Council,-38.080859999999994,145.47281999999998,Eastern Victoria
Parkdale,37 Bethell Av,4,1875000.0,Buxton,28/10/2017,21.5,4.0,2.0,1.0,598.0,210.0,2016.0,Kingston City Council,-37.99017,145.07854,South-Eastern Metropolitan
Parkdale,1 Keith St,3,1400000.0,Hodges,28/10/2017,21.5,3.0,1.0,2.0,588.0,101.0,1960.0,Kingston City Council,-37.99201,145.08461,South-Eastern Metropolitan
Point Cook,13 Kingsley Av,4,725000.0,LJ,28/10/2017,14.7,4.0,2.0,2.0,594.0,194.0,2003.0,Wyndham City Council,-37.883379999999995,144.74231,Western Metropolitan
Port Melbourne,1 Coogee Pl,3,2200000.0,Biggin,28/10/2017,3.5,3.0,2.0,2.0,300.0,182.0,2000.0,Melbourne City Council,-37.83898,144.92723,Southern Metropolitan
Prahran,30 Chatsworth Rd,3,1960000.0,Jellis,28/10/2017,4.6,3.0,1.0,1.0,309.0,121.0,1900.0,Stonnington City Council,-37.852129999999995,145.00683,Southern Metropolitan
Preston,148 Albert St,3,833000.0,Stockdale,28/10/2017,8.4,3.0,1.0,1.0,501.0,0.0,1960.0,Darebin City Council,-37.736740000000005,145.02418,Northern Metropolitan
Preston,10 Devon St,4,1040000.0,Harcourts,28/10/2017,8.4,4.0,2.0,2.0,511.0,129.0,1930.0,Darebin City Council,-37.74975,144.99115,Northern Metropolitan
Preston,648 Plenty Rd,2,960000.0,Love,28/10/2017,8.4,2.0,1.0,2.0,440.0,107.0,1940.0,Darebin City Council,-37.73226,145.0146,Northern Metropolitan
Princes Hill,336 Pigdon St,2,1600000.0,Woodards,28/10/2017,3.5,2.0,1.0,0.0,193.0,112.0,1890.0,Yarra City Council,-37.78092,144.9648,Northern Metropolitan
Rosanna,7 Leura Av,3,1050000.0,Miles,28/10/2017,8.9,3.0,1.0,3.0,696.0,140.0,1960.0,Banyule City Council,-37.73706,145.07667,Eastern Metropolitan
Roxburgh Park,56 Kennedy Pde,3,522500.0,Ray,28/10/2017,20.6,3.0,2.0,2.0,409.0,138.0,1999.0,Hume City Council,-37.62249,144.92918,Northern Metropolitan
Roxburgh Park,10 Manton Pl,4,477000.0,Raine,28/10/2017,20.6,4.0,2.0,0.0,475.0,142.0,1995.0,Hume City Council,-37.629090000000005,144.92335,Northern Metropolitan
South Morang,2 Bethany Ct,3,611000.0,Millership,28/10/2017,20.5,3.0,1.0,2.0,551.0,125.0,1987.0,Whittlesea City Council,-37.64776,145.09292,Northern Metropolitan
South Morang,5 Snapdragon St,3,433500.0,HAR,28/10/2017,20.5,3.0,2.0,2.0,146.0,138.0,2014.0,Whittlesea City Council,-37.65133,145.09697,Northern Metropolitan
South Yarra,24B Argo St,2,1350000.0,hockingstuart,28/10/2017,2.7,2.0,1.0,2.0,127.0,128.0,2000.0,Melbourne City Council,-37.84406,144.98686,Southern Metropolitan
South Yarra,32 Nicholson St,3,2400000.0,Jellis,28/10/2017,2.7,3.0,2.0,0.0,343.0,153.0,1900.0,Melbourne City Council,-37.84277,144.98774,Southern Metropolitan
Springvale,59 Victoria Ct,3,930000.0,iSell,28/10/2017,20.8,3.0,2.0,2.0,750.0,124.0,1970.0,Greater Dandenong City Council,-37.95512,145.14612,South-Eastern Metropolitan
St Albans,25 Anna St,3,600000.0,Sweeney,28/10/2017,14.0,3.0,1.0,0.0,585.0,103.0,1955.0,Brimbank City Council,-37.747440000000005,144.78973,Western Metropolitan
St Albans,100 George St,3,785000.0,Barry,28/10/2017,14.0,3.0,1.0,2.0,583.0,130.0,1960.0,Brimbank City Council,-37.73073,144.79734,Western Metropolitan
Strathmore,32A Hillsyde Pde,4,1370000.0,Nelson,28/10/2017,8.2,4.0,2.0,2.0,439.0,295.0,2003.0,Moonee Valley City Council,-37.738490000000006,144.92661,Western Metropolitan
Strathmore,18 Houston Av,4,1610000.0,Nelson,28/10/2017,8.2,4.0,3.0,2.0,873.0,160.0,1980.0,Moonee Valley City Council,-37.7386,144.91433,Western Metropolitan
